system:index,Block,BlockID,FragSize,Hunted,PointID,Site,SiteID,SizeClass,Year,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
00000000000000000083,Beaver_Brook,BB,28.6323,false,BB_BBS_5,Beaver_Brook_small,BBS,small,2018,-1.3730132115728688,-0.9594886224110543,-1.2180569992468036,-0.7276476025899618,-1.0689484333845867,-0.9855315721362845,-1.374885847769969,-1.100101168051266,-1.2026267963627524,-0.8320931655805334,-1.2237188930399567,-0.724105487111255,-1.1408358643328416,-0.8207850172780496,-1.5426832139924684,-0.9603967639165655,-1.8787717819213867,-1.3410884658736781,-1.1051288881649646,-1.1835208048118722,-0.863137060090442,-2.481467905502829,-2.093591667859779,-2.408437832211528,-1.7709564105175353,-1.521943612237603,-1.0720660226444896,-1.4487477498235428,-0.8760662583541503,-1.4943638099011676,-1.33951600439575,-1.9505028807219087,-1.592788342502885,"{""type"":""Point"",""coordinates"":[-72.12342231098766,41.76687009596621]}"
00000000000000000084,Beaver_Brook,BB,28.6323,false,BB_BBS_6,Beaver_Brook_small,BBS,small,2018,0.2681308144011512,0.37769788222210704,0.38326517465990156,0.5138275000030131,0.37088795054954254,0.250928604339601,0.19880194961084166,0.17941672208876216,0.09155241111343033,0.10382545662031,0.18605940343915287,0.2378017034655879,-0.10316796972590785,-0.05358399003673178,-0.3262180584583443,-0.147068091524774,0.03256109356880188,1.488269880395368,0.8104415501837682,1.396398238821608,0.7678009270057172,0.010110367575800508,-0.13131443846412658,-0.10482381222519753,-0.11137508805037007,0.3245924037296511,0.4469796887882362,0.4429507662374321,0.5983033824789665,0.11147868281129547,0.06814928984107384,-0.08092963208977273,-0.041274504349245185,"{""type"":""Point"",""coordinates"":[-72.1221068761769,41.76742302449683]}"
00000000000000000085,Beaver_Brook,BB,28.6323,false,BB_BBS_7,Beaver_Brook_small,BBS,small,2018,-0.711538533214144,-0.4441332249937402,-0.6706366486061275,-0.2912099053445831,-0.42527020997561404,-0.4710514947352939,-0.6952938877311011,-0.5579837259399086,-0.49007749908688014,-0.13973155020392267,-0.5463526260769261,-0.08559851248889923,-0.37591252313584994,-0.1637125202289529,-0.8484253258735626,-0.40575892854295015,-2.0364945151589136,0.19509770233696377,0.1646069908123069,0.15240957956076287,0.1930181495250508,-1.1008580275779005,-0.8313566683981497,-1.225503096855068,-0.7732718241559544,-0.6583871704084449,-0.4160906191528839,-0.6010090361987248,-0.22023346570190186,-0.7382790906795623,-0.727199661713815,-1.0617945218310383,-0.8792504129444157,"{""type"":""Point"",""coordinates"":[-72.12212471258113,41.76629487193031]}"
0000000000000000005a,Wallingford,WF,8.64,false,WF_CKS_5,Choate_KollerEC,CKS,small,2018,-0.018838837238103742,-0.03270302834473695,0.5117044465249609,0.4584807480105541,-0.1414105170865954,0.042887351921165356,-0.1191151157727396,0.07132786296878561,-0.11855790661579785,0.13734617293439022,0.4181266125216278,0.4981929456816526,0.05232710630128676,0.21119094502025948,-0.11764337019104282,0.1776758218883982,0.4572540521621704,1.390002271071545,1.0566557607420206,1.5277464958063074,1.2710670276368699,0.2670977647709944,0.2266012041747418,0.33299583231450963,0.3016524740646342,0.12833548965221472,0.138579592510289,0.6799371002055987,0.6696329631246605,-0.19629308880615795,-0.052547529823608594,-0.172543237907025,-0.03906707610316492,"{""type"":""Point"",""coordinates"":[-72.79405773212277,41.45892903631629]}"
0000000000000000005b,Wallingford,WF,8.64,false,WF_CKS_6,Choate_KollerEC,CKS,small,2018,-0.2985321511293314,-0.155106607005044,0.3297404348391756,0.3145238344075664,-0.055773646996714735,0.19680684642227048,0.013821575345660392,0.25570593588625457,0.019829993317961838,0.2987188981748,0.6071184794746113,0.6523363420771571,0.1706933134214964,0.27027424749216267,0.12183164833752717,0.3002142128149233,0.25040096044540405,1.1490846935326084,0.6485000288009588,1.3325191201485895,0.858649505982769,0.5328369433214937,0.48245120609740866,0.6871716409281333,0.5653450154792681,-0.19610871110747397,-0.04556249230004663,0.4801693980936165,0.4616533689396206,-0.013434028067223214,0.19202199345634102,0.07010734920937514,0.24637227414646753,"{""type"":""Point"",""coordinates"":[-72.79273783821095,41.458402862391985]}"
0000000000000000005c,Wallingford,WF,8.64,false,WF_CKS_7,Choate_KollerEC,CKS,small,2018,0.25176385765109477,0.25760422906798963,0.8698274463793905,0.6054395123557844,-0.0032124671282136585,0.1633069889329037,0.06702493210382957,0.3346452207188052,-0.05344271620590808,0.2549646029473377,0.42196667159531615,0.5146281430023644,0.08067014987448368,0.27504924580566614,-0.014034864239626105,0.4337004248832706,0.2688964775630406,1.2574473119351692,0.8648153533094616,1.5163407923611603,1.0211579269138533,0.09172495428251354,0.22129365229842035,0.22547590066520223,0.3776673549641121,0.404435539253753,0.4118280025057677,1.0592874185719148,0.7928384659499461,-0.003722891058996619,0.08163468528691818,0.08396598573434691,0.25739733077927446,"{""type"":""Point"",""coordinates"":[-72.79400422291013,41.457805342850826]}"
00000000000000000054,Storrs,ST,189.06,false,ST_FNM_5,Fenton,FNM,medium,2018,-0.017443644374260492,0.059189937802027415,0.18954400034289454,0.2236183668177012,-0.26445006483382194,-0.08272517766664231,-0.21240266542775735,-0.0059557040090672635,0.10647973062097943,0.15546678842521452,0.3136263741114525,0.2784096592766816,-0.07545868230188157,0.08433892708648472,-0.22089883002904095,0.07316072466196466,0.24367708426255447,1.246870791931849,0.4412249499997527,1.1303987878101227,0.5119246796413186,-0.4633866355247406,-0.24357674925754214,-0.3256447110384654,-0.07961394425137687,0.0687236582768736,0.1732722207730641,0.2697060385188982,0.347270137743916,-0.45547590016891826,-0.22746563913224607,-0.45358386941764545,-0.20352282515468567,"{""type"":""Point"",""coordinates"":[-72.24842874991997,41.825212974149494]}"
00000000000000000055,Storrs,ST,189.06,false,ST_FNM_6,Fenton,FNM,medium,2018,-0.09812917453046699,0.09549954382792328,0.059718069796488304,0.2912224816027919,-0.37394092318971794,-0.11453917725567125,-0.36300914280464297,-0.05651400170421311,0.013151505205376779,0.1960965496208727,0.10287836827676305,0.29445407718566907,-0.25025511007877516,0.02609728533455377,-0.4761347438867073,-0.027791930254591896,-0.1709922949473063,0.9027252663210781,0.4282440548554652,0.8395914163964646,0.5042848664607059,-0.8180996686781535,-0.21684832556692352,-0.6798004526887926,-0.07917491893155697,-0.07507782158928061,0.18968000289625864,0.11453297719411754,0.41431812982209637,-0.5584352055290305,-0.23479896234053826,-0.5830627404907442,-0.2174358438103753,"{""type"":""Point"",""coordinates"":[-72.24739869757663,41.82603344874333]}"
00000000000000000056,Storrs,ST,189.06,false,ST_FNM_7,Fenton,FNM,medium,2018,0.17462886175957937,0.21415657094794158,0.17312688152909358,0.2792200852591507,0.11740371396466442,0.15745532447931898,0.0024181386424774703,0.11235934901770483,0.3303540777633411,0.2899317952986894,0.2910118168542876,0.3109433061691702,-6.683502998009303E-4,0.16522371232578795,-0.28374476764406864,0.030216079190929553,0.0361592173576355,1.1049073025759422,0.38627775840799633,0.9477312933718934,0.41242603617026613,-0.44211674268707374,-0.13502524943047214,-0.4474385988427957,-0.0667362870380229,0.2978646555245355,0.3558690791191995,0.2691469233802652,0.42888024742734665,-0.07739371682225411,0.05710911794182181,-0.22316099425613978,-0.011225002741304172,"{""type"":""Point"",""coordinates"":[-72.24696616477445,41.82495880538945]}"
00000000000000000095,BishopSwamp,BS,560.578,false,BS_GCL_5,GayCityStatePark,GCL,large,2018,-0.46529644536279835,-0.21774937149815535,-0.48727554432658937,-0.15909583796616886,0.12368865653053945,0.15280021402847865,0.02691736652450508,0.029915113926303617,-0.13133337626467514,0.1046779122807649,-0.1920653782010734,0.09111396650797403,-0.03887129413078334,0.149125607613417,-0.2482805763895117,-0.007925124661236389,0.48883243401845294,1.2182605969587366,0.7383854534149348,1.0090471177638236,0.7020251301215071,0.12574656553625346,0.36621006039538895,0.06760946866211467,0.27693553514672226,-0.3716970563446439,-0.07241501958096254,-0.4268908936908141,-0.015463000602094379,0.025061904706728214,0.11164739667045508,-0.10199027741321856,-0.048981425851698616,"{""type"":""Point"",""coordinates"":[-72.45437679117443,41.72176182970956]}"
00000000000000000096,BishopSwamp,BS,560.578,false,BS_GCL_6,GayCityStatePark,GCL,large,2018,-0.37317903977962147,-0.13502473833146858,-0.44024358670509894,-0.05863635928402135,-0.053897945100271016,-0.04108813698823195,-0.17428081451568847,-0.15787302188315647,-0.231944568703491,-0.0655089319405171,-0.3442693888614293,-0.0688519415911894,-0.1870508872271359,-0.04019804314808949,-0.519203710016304,-0.2654288913912884,0.14508102337519327,0.8357360759958695,0.5050121989651284,0.6639988215488937,0.5032724843947816,-0.4276347913407241,-0.1874161504158717,-0.4798768004873564,-0.19872169176875126,-0.11603897478194684,0.11999300963430937,-0.1975511174277676,0.1839237588653066,-0.1397426645237444,-0.08361476068603632,-0.305803536330597,-0.22757820272683554,"{""type"":""Point"",""coordinates"":[-72.45475581476396,41.7228498503666]}"
00000000000000000097,BishopSwamp,BS,560.578,false,BS_GCL_7,GayCityStatePark,GCL,large,2018,-0.2859747874634219,-0.1296578780138712,-0.3691869044204959,-0.10164091482360563,0.06600851925632599,0.033104241069118405,-0.0989636399395709,-0.08961476075874947,-0.10762928446506577,0.09809403460125482,-0.23975873991062954,0.047493280883117335,-0.08201227264620355,0.049622733071012955,-0.4122369410103041,-0.14124252006787996,0.10483392079671223,1.468659434113991,1.0448910170426464,1.2402881317812633,0.9293478153468616,0.08991795877956052,0.3230300348651637,-0.0122478361448806,0.24569628387706124,-0.11863802031918977,0.06872151583198415,-0.20532586413285212,0.10343703147658131,-0.16837294984947845,-0.12618031460388013,-0.3675474270995649,-0.27009845074750866,"{""type"":""Point"",""coordinates"":[-72.45330660692159,41.72255109059602]}"
0000000000000000005d,Wallingford,WF,422.8,false,WF_SGL_5,Sleeping_Giant,SGL,large,2018,-0.3300626092640603,-0.2761740803779286,0.3510295086753139,0.007555791810557367,-0.17901636931906761,-0.1995688199201009,-0.007944274382506562,-0.024936862738124708,-4.8720749121550916E-4,0.11157217682479445,0.6803661545908332,0.3600537228359324,-0.1623216382723927,-0.10023316464876944,-0.21389945041565983,-0.014503230783719567,-0.7495828356061663,1.0159891805611723,0.37076870738807094,1.3372899376538585,0.5235610548843174,-0.365591686352289,-0.5165043005370664,-0.1736843985451355,-0.30245034426104195,-0.45866102963019045,-0.3785663483108205,0.2555976610791954,-0.07843799037727864,-0.28136762594939624,-0.31440902077006483,-0.1492132777957974,-0.17026055318459507,"{""type"":""Point"",""coordinates"":[-72.8764663786915,41.43981732920122]}"
0000000000000000005e,Wallingford,WF,422.8,false,WF_SGL_6,Sleeping_Giant,SGL,large,2018,-1.6732918229683416,-1.8136038598299613,-1.0916572201445274,-1.6163790185086242,-1.809445202059644,-1.8691869825179899,-2.0202002217570407,-1.8692982113444963,-0.6469357710565389,-0.5706906451957513,0.1737156849139542,-0.28967872155709345,-0.27309925666954393,-0.35242029183529683,-0.3400554834089526,-0.28974346401150175,-2.4084726061139787,-0.5545804102826521,-1.027817124354684,-0.03272619506681602,-0.7299738967753652,-1.01018958922257,-1.1765789216417513,-0.9711222802845685,-0.9342536132898066,-1.8240527549352519,-1.9290049237977651,-1.190153913217017,-1.7058097144757642,-1.968124985875176,-2.0562217834444154,-2.3058275261105527,-2.1705401095519194,"{""type"":""Point"",""coordinates"":[-72.87655556071256,41.44094102266669]}"
